"","SEQNOS","DATE_TIME_RECEIVED","DATE_TIME_COMPLETE","CALLTYPE","RESPONSIBLE_COMPANY","RESPONSIBLE_ORG_TYPE","RESPONSIBLE_CITY","RESPONSIBLE_STATE","RESPONSIBLE_ZIP","SOURCE","DESCRIPTION_OF_INCIDENT","TYPE_OF_INCIDENT","INCIDENT_CAUSE","INCIDENT_DATE_TIME","INCIDENT_DTG","INCIDENT_LOCATION","LOCATION_ADDRESS","LOCATION_STREET1","LOCATION_STREET2","LOCATION_NEAREST_CITY","LOCATION_STATE","LOCATION_COUNTY","LOCATION_ZIP","DISTANCE_FROM_CITY","DISTANCE_UNITS","DIRECTION_FROM_CITY","LAT_DEG","LAT_MIN","LAT_SEC","LAT_QUAD","LONG_DEG","LONG_MIN","LONG_SEC","LONG_QUAD","LOCATION_SECTION","LOCATION_TOWNSHIP","LOCATION_RANGE","POTENTIAL_FLAG","FIRE_INVOLVED","FIRE_EXTINGUISHED","ANY_EVACUATIONS","NUMBER_EVACUATED","WHO_EVACUATED","RADIUS_OF_EVACUATION","ANY_INJURIES","NUMBER_INJURED","NUMBER_HOSPITALIZED","ANY_FATALITIES","NUMBER_FATALITIES","ANY_DAMAGES","DAMAGE_AMOUNT","AIR_CORRIDOR_CLOSED","AIR_CORRIDOR_DESC","AIR_CLOSURE_TIME","WATERWAY_CLOSED","WATERWAY_DESC","WATERWAY_CLOSURE_TIME","ROAD_CLOSED","ROAD_DESC","ROAD_CLOSURE_TIME","CLOSURE_DIRECTION","MAJOR_ARTERY","TRACK_CLOSED","TRACK_DESC","TRACK_CLOSURE_TIME","MEDIA_INTEREST","MEDIUM_DESC","ADDITIONAL_MEDIUM_INFO","BODY_OF_WATER","TRIBUTARY_OF","NEAREST_RIVER_MILE_MAKER","RELEASE_SECURED","ESTIMATED_DURATION_OF_RELEASE","RELEASE_RATE","DESC_REMEDIAL_ACTION","STATE_AGENCY_ON_SCENE","STATE_AGENCY_REPORT_NUM","OTHER_AGENCY_NOTIFIED","WEATHER_CONDITIONS","AIR_TEMPERATURE","WIND_SPEED","WIND_DIRECTION","WATER_SUPPLY_CONTAMINATED","SHEEN_SIZE","SHEEN_COLOR","DIRECTION_OF_SHEEN_TRAVEL","SHEEN_ODOR_DESCRIPTION","WAVE_CONDITION","CURRENT_SPEED","CURRENT_DIRECTION","WATER_TEMPERATURE","TRACK_CLOSE_DIR","EMPL_FATALITY","PASS_FATALITY","COMMUNITY_IMPACT","WIND_SPEED_UNIT","EMPLOYEE_INJURIES","PASSENGER_INJURIES","OCCUPANT_FATALITY","CURRENT_SPEED_UNIT","ROAD_CLOSURE_UNITS","TRACK_CLOSURE_UNITS","SHEEN_SIZE_UNITS","ADDITIONAL_INFO","STATE_AGENCY_NOTIFIED","FEDERAL_AGENCY_NOTIFIED","NEAREST_RIVER_MILE_MARKER","SHEEN_SIZE_LENGTH","SHEEN_SIZE_LENGTH_UNITS","SHEEN_SIZE_WIDTH","SHEEN_SIZE_WIDTH_UNITS","OFFSHORE","DURATION_UNIT","RELEASE_RATE_UNIT","RELEASE_RATE_RATE","PASSENGERS_TRANSFERRED","CHRIS_CODE","CAS_NUMBER","UN_NUMBER","AMOUNT_OF_MATERIAL","UNIT_OF_MEASURE","NAME_OF_MATERIAL","IF_REACHED_WATER","AMOUNT_IN_WATER","UNIT_OF_MEASURE_REACH_WATER","Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12"
"88780",1249620,"6/21/19 11:05","6/21/19 11:11","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 0.11 GALLONS OF CRUDE OIL INTO MISSISSIPPI CANYON BLOCK 20 OF THE GULF OF MEXICO. DISCHARGE IS FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","6/21/2019 8:45","DISCOVERED","MISSISSIPPI CANYON BLOCK 20A","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",NA,NA,NA,"",NA,NA,NA,"","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.11,"GALLON(S)","OIL: CRUDE","YES",0.11,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89005",1249887,"6/24/19 11:15","6/24/19 11:21","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 1.05 GALLONS OF CRUDE OIL INTO MISSISSIPPI CANYON BLOCK 20, OF THE GULF OF MEXICO. DISCHARGE IS FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","HURRICANE","6/24/2019 7:55","DISCOVERED","PLATFORM INCIDENT","GULF OF MEXICO","","MISSISSIPPI CANYON 20","","LA","MISSISSIPPI CANYON 20","",NA,"","",28,56,43,"N",88,56,25,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,1.05,"GALLON(S)","OIL: CRUDE","YES",1.05,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89358",1250277,"6/27/19 11:46","6/27/19 11:52","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS 4.49 GALLONS OF CRUDE OIL RELEASED FROM A DOWN PLATFORM IN THE GULF OF MEXICO DUE TO HURRICANE IVAN. THIS WAS DISCOVERED DURING AN OVERFLIGHT.","PLATFORM","HURRICANE","6/27/2019 9:00","DISCOVERED","PLATFORM INCIDENT","BLOCK 20A28","LAT: 28.94N","LON: 88.97W","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,4.49,"GALLON(S)","OIL: CRUDE","YES",4.49,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89686",1250644,"7/1/19 11:10","7/1/19 11:21","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER REPORTED A SOUTHERN SEA PLANE AIRCRAFT DISCOVERED CRUDE OIL FROM A DAMAGED PLATFORM AS A RESULT OF HURRICANE IVAN.","PLATFORM","HURRICANE","7/1/2019 8:30","DISCOVERED","PLATFORM INCIDENT","LAT 28.94 N","LONG 88.96 W","MISSISSIPPI CANYON BLOCK 20","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,24,"",88,57,36,"","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,18.85,"GALLON(S)","OIL: CRUDE","YES",18.85,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90031",1251035,"7/5/19 11:44","7/5/19 11:49","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER IS REPORTING A SPILL OF MATERIALS FROM A PLATFORM IN THE GULF OF MEXICO DAMAGED BY HURRICANE IVAN.","PLATFORM","HURRICANE","7/5/2019 8:45","DISCOVERED","PLATFORM INCIDENT","GULF OF MEXICO","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,37.56,"GALLON(S)","OIL: CRUDE","YES",37.56,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92037",1253294,"7/26/19 17:31","7/26/19 17:37","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTING A SHEEN COMING FROM THE TAYLOR PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN.","PLATFORM","NATURAL PHENOMENON","7/26/2019 14:30","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,13,"N",88,58,23,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92225",1253515,"7/29/19 13:08","7/29/19 13:15","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED A CRUDE OIL RELEASE FROM A PLATFORM DAMAGED BY HURRICANE IVAN.","PLATFORM","HURRICANE","7/29/2019 10:05","DISCOVERED","PLATFORM INCIDENT","LAT 28.96695 N","LONG 88.98043 W","BLOCK 20","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,58,1,"N",88,58,50,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,1.01048,"GALLON(S)","OIL: CRUDE","YES",1.01048,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92661",1253987,"8/2/19 10:00","8/2/19 10:08","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING SILVER ROSE BUDS AT ORIGIN IN THE GULF OF MEXICO DUE TO DAMAGE TO THE TAYLOR PLATFORM AS A RESULT OF HURRICANE IVAN.","PLATFORM","HURRICANE","8/1/2019 10:35","DISCOVERED","PLATFORM INCIDENT","BLOCK 20","28 56.16 N","88 58.13 W","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0,"UNKNOWN AMOUNT","OIL: CRUDE","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92900",1254287,"8/5/19 15:08","8/5/19 15:16","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER REPORTED MULTIPLE DROPS OF OIL WAS DISCOVERED NEAR A PLATFORM DESTROYED BY HURRICANE IVAN.","PLATFORM","HURRICANE","8/5/2019 11:20","DISCOVERED","PLATFORM INCIDENT","LAT 28 56.16 N","LONG 88 58.13 W","BLOCK 20A","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,1,"OUNCE(S)","OIL: CRUDE","YES",1,"OUNCE(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93439",1254895,"8/12/19 12:28","8/12/19 12:34","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTED A RELEASE OF AN UNKNOWN AMOUNT OF CRUDE OIL FROM THE PLATFORM INTO THE GULF OF MEXICO CAUSING ROSE BUDS NOTED AT SOURCE DUE TO HURRICANE IVAN. NO VISIBLE SHEEN.","PLATFORM","HURRICANE","8/12/2019 10:00","DISCOVERED","PLATFORM INCIDENT","SEE LAT LONG","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0,"UNKNOWN AMOUNT","OIL: CRUDE","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93721",1255233,"8/15/19 11:34","8/15/19 11:38","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70130","TELEPHONE","CALLER REPORTS A SHEEN FROM A PLATFORM DAMAGED DUE TO HURRICANE IVAN.","PLATFORM","HURRICANE","8/15/2019 9:00","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,55,48,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94189",1255761,"8/20/19 11:57","8/20/19 12:02","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THE DETECTION OF ROSEBUDS FROM A PLATFORM DAMAGED BY HURRICANE IVAN.","PLATFORM","HURRICANE","8/20/2019 9:00","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,10,"N",88,58,8,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94532",1256139,"8/23/19 11:10","8/23/19 11:22","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","73170","TELEPHONE","CALLER REPORTING A RELEASE OF UNKNOWN AMOUNT OF CRUDE OIL INTO THE  CHANDELEUR SOUND TRIBUTARY OF THE GULF OF MEXICO FROM LISTED PLATFORM NO LONGER OPERATIONAL AT GIVEN LAT/LONG.  CALLER STATED THERE IS NO SHEEN JUST ROSE BUDS SEEN ON THE WATER.","PLATFORM","HURRICANE","8/23/2019 8:45","DISCOVERED","PLATFORM INCIDENT","SEE LAT/LONG","29.9352N","88.97110W","NEW ORLEANS","LA","MISSISSIPPI CANYON 20","",NA,"","",29,56,7,"N",88,58,16,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0,"UNKNOWN AMOUNT","OIL: CRUDE","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95363",1257113,"9/3/19 12:12","9/3/19 12:20","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","70131","TELEPHONE","CALLER IS REPORTING AN UNKNOWN SHEEN AT THE INCIDENT LOCATION.  CALLER STATED THAT THE DISCOVERY WAS MADE VIA FLYOVER.","UNKNOWN SHEEN","UNKNOWN","9/3/2019 9:00","DISCOVERED","UNKNOWN SHEEN INCIDENT","BLOCK 20","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,19,"N",88,58,4,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95548",1257330,"9/5/19 13:09","9/5/19 13:15","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS A SHEEN CAUSED BY A PLATFORM DAMAGED DUE TO HURRICANE IVAN OBSERVED BY A HELO.","PLATFORM","HURRICANE","9/5/2019 9:00","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",29,9,18,"N",88,43,22,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95632",1257424,"9/6/19 10:43","9/6/19 10:49","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS THAT A SHEEN WAS OBSERVED TO BE COMING FROM THE DESTROYED TAYLOR ENERGY PLATFORM DURING A HELO OVERFLIGHT.","PLATFORM","HURRICANE","9/5/2019 14:57","DISCOVERED","PLATFORM INCIDENT","MISSISSIPPI CANYON AREA","BLOCK 20","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,19,"N",88,58,19,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,0.07,"GALLON(S)","OIL: CRUDE","YES",0.07,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95676",1257482,"9/6/19 17:16","9/6/19 17:23","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING A DISCHARGE OF APPROXIMATELY 2 GALLONS OF CRUDE OIL INTO THE GULF OF MEXICO AT THE INCIDENT LOCATION. DISCHARGE IS FROM A PLATFORM THAT WAS DAMAGED DURING HURRICANE IVAN. SHEEN WAS OBSERVED DURING AN OVERFLIGHT.","PLATFORM","HURRICANE","9/6/2019 14:10","DISCOVERED","MISSISSIPPI CANYON BLOCK 20","","","","","LA","MISSISSIPPI CANYON 20","",NA,"","",NA,NA,NA,"",NA,NA,NA,"","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,2,"GALLON(S)","OIL: CRUDE","YES",2,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95847",1257685,"9/9/19 12:45","9/9/19 12:50","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER IS REPORTING AN UNKNOWN SHEEN AT THE INCIDENT LOCATION.  CALLER STATED THAT THE DISCOVERY WAS MADE VIA FLYOVER","UNKNOWN SHEEN","UNKNOWN","9/9/2019 9:03","DISCOVERED","UNKNOWN SHEEN INCIDENT","BLOCK 20","28 .94 N","88.97W","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,24,"N",88,58,12,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OUN","000000-00-0",NA,0,"UNKNOWN AMOUNT","UNKNOWN OIL","YES",0,"UNKNOWN AMOUNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95948",1257826,"9/10/19 15:16","9/10/19 15:24","INC","TAYLOR ENERGY","PRIVATE ENTERPRISE","NEW ORLEANS","LA","","TELEPHONE","CALLER REPORTS A DISCHARGE OF APPROXIMATELY 63 GALLONS OF CRUDE OIL AT THE LOCATION CAUSING A SHEEN FROM A SITE DAMAGED BY HURRICANE IVAN SIGHTED BY AN AIRCRAFT.
THE SHEEN IS DESCRIBED AS 90% BARELY VISIBLE, 5% SILVER, AND 5% SLIGHTLY COLORED.","PLATFORM","HURRICANE","9/10/2019 8:25","DISCOVERED","PLATFORM INCIDENT","","","","","LA","MISSISSIPPI CANYON AREA","",NA,"","",28,56,19,"N",88,58,52,"W","","","","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OIL","000000-00-0",NA,63,"GALLON(S)","OIL: CRUDE","YES",63,"GALLON(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
